InChIKey,SMILES
WKDNQONLGXOZRG-HRNNMHKYSA-N,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1
WKMQGQZPDSFACZ-QPJJXVBHSA-N,O=C(/C=C/c1cccc(O)c1)c1ccc(O)cc1O
WMBWREPUVVBILR-GHTZIAJQSA-N,O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
WMBWREPUVVBILR-WIYYLYMNSA-N,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
WWVFRAVFOHSRSP-CKYRRACTSA-N,COC(=O)[C@]1(C)[C@@H]2CC[C@@]3(C)CC4=CC(=O)[C@@H]5[C@](C)(CC[C@@H](O)[C@]5(C)CO)[C@H]4CC[C@@H]3[C@@]2(C)CC[C@@H]1O
XDROKJSWHURZGO-UHFFFAOYSA-N,O=c1ccc2ccc3occc3c2o1
XFFOMNJIDRDDLQ-UHFFFAOYSA-N,CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3
XGALLCVXEZPNRQ-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
XMOCLSLCDHWDHP-SWLSCSKDSA-N,Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@@H](O)C2
XMOCLSLCDHWDHP-WFASDCNBSA-N,Oc1cc(O)c2c(c1)O[C@@H](c1cc(O)c(O)c(O)c1)[C@@H](O)C2
XMUPAAIHKAIUSU-QRQCRPRQSA-N,C=C(C)[C@H](CCC(C)(C)O)Cc1c(O)cc(OC)c2c1O[C@H](c1ccc(O)cc1O)CC2=O
XRYVAQQLDYTHCL-CMJOXMDJSA-N,C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1O)CC2=O
YKGCBLWILMDSAV-UHFFFAOYSA-N,COc1cc(O)c(CC=C(C)C)c2c1C(=O)CC(c1ccc(O)cc1)O2
YLTPWCZXKJSORQ-GYCJOSAFSA-N,C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1OC)CC2=O
YRAQEMCYCSSHJG-NSHDSACASA-N,CC(C)(O)[C@@H]1Cc2c(ccc3ccc(=O)oc23)O1
YXAKCQIIROBKOP-HSSGTREWSA-N,O=C(/C=C(O)/C=C/c1ccc(O)cc1)/C=C/c1ccc(O)cc1
YXOLAZRVSSWPPT-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
ZCCUUQDIBDJBTK-UHFFFAOYSA-N,O=c1ccc2cc3ccoc3cc2o1
ZESAOJOQKPXOPG-UHFFFAOYSA-N,COC1Oc2cc(O)ccc2-c2c1oc1cc(O)c(C)c(O)c1c2=O
ZJVUMAFASBFUBG-RILGRMFESA-N,O=C1O[C@@H]2[C@@H](OC(=O)c3cc(O)c(O)c(O)c3-c3c1cc(O)c(O)c3O)[C@H](O)O[C@@H]1COC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c4oc(=O)c5c(c(O)c(O)c6oc(=O)c3c4c65)-c3c(cc(O)c(O)c3O)C(=O)O[C@@H]21
ZLZUHACSRMOLLV-RAALSFIWSA-N,C[C@H]1C[C@H]2CSC(=N)N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1
ZSYPIPFQOQGYHH-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
ZWTDXYUDJYDHJR-QHHAFSJGSA-N,O=C(/C=C/c1ccc(O)cc1O)c1ccc(O)cc1O
ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,O=c1ccc2ccccc2o1
