InChIKey,SMILES
MNENNUUKHSBOKZ-UHFFFAOYSA-N,CC1CCCCCCCCC(=O)N(C)C(C)C(=O)NC(C(O)CNC2CC(C)(C)Oc3ccc(C(C)C)cc32)C1
MNPFKTBHQCFYGT-UHFFFAOYSA-N,CCC(C)C(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)OC
MNZJYJDKCYJKMU-UHFFFAOYSA-N,Nc1cccc(Cn2c(-c3ccc(Oc4cncnc4)cc3)ccc2-c2ccccc2Cl)n1
MOFNHEDQVLWLOH-UHFFFAOYSA-N,CCCCNC(=O)C(C)CC(O)C(N)CC(Cc1ccc(OC)c(OCCCO)c1)C(C)C
MOVPTFOREGYDPM-UHFFFAOYSA-N,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(Oc3cccnc3)CN2)C1=O
MOXFYRJTMGBJQV-UHFFFAOYSA-N,CCN(CC)CCNc1cc(C)c(OCC(=O)NC(Cc2ccccc2)C(O)C(=O)N2CSC(C)(C)C2C(=O)NC2c3ccccc3CC2O)c(C)c1
MOZRNOTXRYBDCM-UHFFFAOYSA-N,CC(C)C(O)CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)N(C)C(=O)C(Cc1ccccc1)NC(=O)N1CCC(O)CC1
MPTRCGHNRHDVNS-UHFFFAOYSA-N,CC1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)OC1=O
MQDDTALXSBQTQP-UHFFFAOYSA-N,C=CCC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCCN1CCOCC1
MQDKZJRKRITDHE-UHFFFAOYSA-N,CCCCNC(=O)C(C)CC(O)C(N)CC(Cc1ccc(OC)c(OCCOCC)c1)C(C)C
MQOILMOKFLJWRN-UHFFFAOYSA-N,Cc1ccccc1-c1ccc2nc(N)c(CC(C)C(=O)NCC3CCCCC3)cc2c1
MQPJKTGBSCCWTI-UHFFFAOYSA-N,COc1ccc(-c2nsc(C)c2C(=O)NC(N)=NCc2cc(C)c(NC(C)=O)c(Cl)c2)cc1
MQUQNUAYKLCRME-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NC(Cc2ccccc2)C(=O)CCl)cc1
MRSMUOFUWSAJTO-UHFFFAOYSA-N,CC(C)CC(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)C)C(=O)NC(Cc1ccccc1)C(N)=O
MRXBCEQZNKUUIP-UHFFFAOYSA-N,NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21
MSSOOXCWRUWADA-UHFFFAOYSA-N,CCCCC(N)C(Cc1ccsc1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1
MTCFGRXMJLQNBG-UHFFFAOYSA-N,NC(CO)C(=O)O
MTFQLBNDNYIGHD-UHFFFAOYSA-N,CCOC(=O)c1cnn(CC(O)C(Cc2ccccc2)NC(=O)c2cc(C(=O)NC(C)c3ccc(F)cc3)cc(N(C)S(C)(=O)=O)c2)c1
MTHSVFCYNBDYFN-UHFFFAOYSA-N,OCCOCCO
MUKAGFLFIMVSQN-UHFFFAOYSA-N,Nc1ncccc1NCc1ccccc1
MURCDOXDAHPNRQ-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(Cc1ccccc1)CC(O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(Cc1ccccc1)C(N)=O
MVKIAKQYOLSMAX-UHFFFAOYSA-N,CCC(C)C(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C(Cc1cn(C=O)c2ccccc12)NC(C)=O)C(N)=O
MVOYKPUYNWGAIT-UHFFFAOYSA-N,CCNc1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CN(S(=O)(=O)c3cccc(C)c3)CCN2)cc(N(C)S(C)(=O)=O)c1
MWCQAFKRDJYAQP-UHFFFAOYSA-N,CCNc1cc(C)c(OCC(=O)NC(Cc2ccccc2)C(O)C(=O)N2CSC(C)(C)C2C(=O)NC2c3ccccc3CC2O)c(C)c1
MWMPEAHGUXCSMY-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCC(=O)O
MXFYEUZYULOCTL-UHFFFAOYSA-N,Cc1cc(NCCN(C)C)cc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O
MXGLYEVGJRXBTP-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)CCOP(=O)(O)OP(=O)(O)O
MXXWOMGUGJBKIW-UHFFFAOYSA-N,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1
MYLKHFCVGCNZEA-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(N)CCC(=O)O)C(C)C)C(=O)NC(C)CNC(C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O
MYYIAHXIVFADCU-UHFFFAOYSA-N,Cn1cncc1CC(NC(=O)CCN)C(=O)O
NBBJYMSMWIIQGU-UHFFFAOYSA-N,CCC=O
NCNMSGOJBLVCOM-UHFFFAOYSA-N,COc1cccc(-c2cccc(C3(C4CC4)N=C(N)N(C)C3=O)c2)c1
NDLHEZRABDBDPY-UHFFFAOYSA-N,CCC(C)C(C(=O)OC(C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CO)C(=O)NC(CC(C)C)C(O)CC(=O)NC(C(=O)NCC(=O)N(C)C(Cc1ccccc1)C(=O)N1CCCC1C(=O)OC)C(C)C)C(C)C)N(C)C
NFQQEWLVDJRZJJ-UHFFFAOYSA-N,CC1(C)N=C(N)N(Cc2cccc(Cl)c2)C1=O
NHJCZSSEYRWDOJ-UHFFFAOYSA-N,CN1C(=O)CC(C)(CCc2ccccc2)N=C1N
NIDRNVHMMDAAIK-UHFFFAOYSA-N,NC1=NC2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COCC2CS1
NIEPJCNTJPSOBO-UHFFFAOYSA-N,CCCCNC(=O)C(C)CC(O)C(N)CC(Cc1ccc(OC)c(OCC(=O)NC)c1)C(C)C
NIFMMESJJLKLHP-UHFFFAOYSA-N,COCCN(CC1CC1C)c1cc(-c2nnc(C(C)(N)Cc3ccccc3)o2)c(Cl)c(N(C)S(C)(=O)=O)n1
NIJJYAXOARWZEE-UHFFFAOYSA-N,CCCC(CCC)C(=O)O
NIJRXGKMRCWJPW-UHFFFAOYSA-N,CCCOC1CNC(C(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(CCc2ccccc2)N2CCC(NC(C)=O)(C(C)CC)C2=O)C1
NIOCOJFPGCXNKL-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(N)CCC(=O)O)C(C)C)C(O)CC(C)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O
NJJIFGCFUDDBSP-UHFFFAOYSA-N,Cc1c(N=C(O)N=C(O)c2ccc(Cl)cc2Cl)cccc1OCCCCC(=O)O
NJVOZLGKTAPUTQ-UHFFFAOYSA-M,Cl[Sn](c1ccccc1)(c1ccccc1)c1ccccc1
NKANXQFJJICGDU-UHFFFAOYSA-N,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
NKJRRVBTMYRXRB-UHFFFAOYSA-N,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)C2(C)CCN(C)C2N3C)cc1
NLPSIHQYIUXYOW-UHFFFAOYSA-N,CSCC(NC(=O)COc1cccc2cnccc12)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O
NNIPUJZFEKQESE-UHFFFAOYSA-N,CCc1ccc2c(c1)C(NCC(O)C1Cc3cccc(c3)CCCCn3cc(cc(N4CCCC4)c3=O)C(=O)N1)CC1(CCC1)O2
NPALUEYCDZWBOV-UHFFFAOYSA-N,C=C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
NPYRCTHITOIVLV-UHFFFAOYSA-N,CC(=O)NC(Cc1cnc[nH]1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CC1CCCCC1)C(O)CC(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(N)=O
NQSBHBFOOVYRNM-UHFFFAOYSA-N,Nc1ncccc1NCc1cccc(-c2cccnc2)c1
NRBYXUOJAWZKTA-UHFFFAOYSA-N,CC(NC(=O)C(NC(=O)C(CCC(=O)O)NCC1CCCCC1)C(C)O)C(=O)NC(C(=O)O)C(C)C
NRLFBLHYKZDHHW-UHFFFAOYSA-N,CC1(C)SCN(C(=O)C(O)C(Cc2ccccc2)NC(=O)COc2cccc(CO)c2)C1C(=O)NC1c2ccccc2CC1O
NRPKURNSADTHLJ-UHFFFAOYSA-N,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1
NRTVMMGXEUIAJK-UHFFFAOYSA-N,CCCCC(NC(=O)C(CS)NC(=O)C(NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(N)CS)C(C)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC1CC(=O)NCCCC(C(=O)NC(Cc2ccc(O)cc2)C(=O)N2CCCC2C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(C)C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C)C(=O)N2CCCC2C(N)=O)C(C)C)C(C)CC)C(C)O)NC(Cc2c[nH]cn2)C(=O)NC(Cc2ccccc2)C(=O)C(CCCCN)NC1=O)C(C)O)C(C)O
NSMVCZCLMLZSOB-UHFFFAOYSA-N,Nc1nc2cc(Cl)ccc2n1CCCO
NSQJTRGHLLXOCD-UHFFFAOYSA-N,O=C(COc1ccc(Cl)cc1Cl)NC(Cc1ccccc1)C(O)CN(CCc1ccc2c(c1)OCO2)C(=O)CCN1C(=O)c2ccccc2C1=O
NTKXWHALINJHQX-UHFFFAOYSA-N,CC(SC(C)c1ccccc1)c1ccccc1
NUIBIJAKPBPKQM-UHFFFAOYSA-N,CCCCC(NC(=O)C(CS)NC(=O)C(NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(N)CS)C(C)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)NC(CCCCN)C(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]cn1)NC(CCC)C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(C)C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C)C(=O)N1CCCC1C(N)=O)C(C)C)C(C)CC)C(C)O)C(C)O)C(C)O
NUOROLSRIMMSEX-UHFFFAOYSA-N,CC(C)CNC(=O)C(CC(O)C1COCc2cccc(c2)C(c2ccccc2)NC(=O)c2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)N1)C(C)C
NVMABPBDYKXNKD-UHFFFAOYSA-N,C#Cc1cccc(CC(NC(=O)COC)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1
NWKJBFSBEAMDBE-UHFFFAOYSA-N,N#Cc1ccc(NC(S)=NC(=N)Cc2c(Cl)cccc2Cl)cc1
NXDIWJUYMKBICN-UHFFFAOYSA-N,COC(=O)C1CCCN1C(=O)C(Cc1ccccc1)N(C)C(=O)C(C)NC(=O)C(CC(C)C)NC(=O)CC(O)C(Cc1ccccc1)NC(=O)C(CCC(N)=O)N(C)C(=O)C(NC(=O)OCc1ccccc1)C(C)C
NYPYYCAJJQRRHV-UHFFFAOYSA-N,COC(=O)CC(O)C(CC(C)C)NC(=O)C(C)NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C
NZOULCSUVJIIAU-UHFFFAOYSA-N,CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2ccccc2)C(O)CNC(C)(C)c2cccc(OC)c2)cc(C2CCCCC2)c1
NZZFIZGHHHMVHM-UHFFFAOYSA-N,C=CCC(NC(=O)C(Cc1ccccc1)NC(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(O)C(F)(F)C(=O)NCCN1CCOCC1
OAADIKGQWZKEMI-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(C)(OC(=O)C(C)(C)C)c1ccccc1)C(C)C)C(=O)NC(Cc1cnc[nH]1)C(N)=O
OAFXIYWBKGSXMT-UHFFFAOYSA-N,CCOC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC1CCCCC1)C(O)C(O)CC(C)C
OBDCVYACZSZHHK-UHFFFAOYSA-N,CCOC(=O)CCCCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CC1CCCCC1)C(O)C(O)CCc1ccccn1
OBRHZWCYAVPXND-UHFFFAOYSA-N,COC(=O)CC(O)C(CC(C)C)NC(=O)C(C)NC(=O)CC(O)C(CC(C)C)NC(=O)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)OCc1ccccc1)C(C)C
OCAGLXMEXWSQMK-UHFFFAOYSA-N,COC(=O)C1CCCN1C(=O)C(Cc1ccccc1)N(C)C(=O)C(C)NC(=O)C(CC(C)C)NC(=O)CC(O)C(Cc1ccccc1)NC(=O)C(CCC(N)=O)N(C)C(=O)C(NC(=O)OC(C)(C)C)C(C)C
ODHCTXKNWHHXJC-UHFFFAOYSA-N,O=C(O)C1CCC(O)=N1
ODKSFYDXXFIFQN-UHFFFAOYSA-N,NC(N)=NCCCC(N)C(=O)O
ODUCLFWAICXWKU-UHFFFAOYSA-N,CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C(N)Cc1cnc[nH]1)C(=O)NC(Cc1ccccc1)C(N)=O
OFAZWNGNAATRSH-UHFFFAOYSA-N,Cc1cc(C)n(COC(=O)NC(CS(C)(=O)=O)C(=O)NC(CC(C)C)C(O)CC(C)C(=O)NC(C(=O)NCC(C)C)C(C)C)n1
OIFTUNMTFHXWBX-UHFFFAOYSA-N,N#Cc1ccc(C(=O)Nc2ccc(F)c(C3(CF)N=C(N)OCC3(F)F)c2)nc1
OJCPUZZPOIXSSB-UHFFFAOYSA-N,COCC(Oc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc(F)c1N)C(F)(F)F
OJSJJFYMVWKMPG-UHFFFAOYSA-N,CCOC(=O)C1CCN(C(=O)NC(Cc2ccccc2)C(=O)NCCC(=O)NC(CC2CCCCC2)C(O)CC(=O)NC(C(=O)NCc2cnc(C)nc2N)C(C)CC)CC1
OJUUVRQHCLTVOX-UHFFFAOYSA-N,Cc1cccc(C(=O)NNc2c3ccccc3nc3c(C)c(C)ccc23)c1
OKFGZBROUWWARI-UHFFFAOYSA-N,CC1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)COCC(N)=N1
OKIJSNGRQAOIGZ-UHFFFAOYSA-N,CCCCOC(=O)C1=CC(=O)CC(C)(C)O1
OKQNPIWNSODUFU-UHFFFAOYSA-N,COCCCOc1cc(CC(CC(N)C(O)CC(C)C(=O)NCCCc2nn[nH]n2)C(C)C)ccc1OC
OLVKUCXGMNZXGZ-UHFFFAOYSA-N,CC(C)CC(O)C(O)C(CC1CCCCC1)NC(=O)C(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)OCC(F)(F)F
OMAVDDWHFQLABL-UHFFFAOYSA-N,CSCC(NC(=O)Cc1ccc(C)cc1)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O
OOKNIWVQUYEHRG-UHFFFAOYSA-N,O=CC(=CCc1ccc(O)cc1)c1ccc(O)cc1
OORIRDYAQRJXHO-UHFFFAOYSA-N,CCCCNC(=O)C(C)CC(O)C(N)CC(Cc1ccc(OC)c(OCc2ccccc2)c1)C(C)C
OOWLJDUZVJCLKH-UHFFFAOYSA-N,COCCCOc1cc(CC(CC(N)C(O)CC(C)C(=O)NCCc2ccccn2)C(C)C)ccc1OC
OPQKDEDGEANJNG-UHFFFAOYSA-N,CC(C)CC(O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1
OQANPHBRHBJGNZ-UHFFFAOYSA-N,O=C(O)C1=CC(=NNc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O
OQUMTPGNPJBXDI-UHFFFAOYSA-N,CCC(C)(N)C(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(O)CC(=O)NC(C)C(=O)NC(CC(C)C)C(O)CC(=O)O)C(C)C)C(C)C
OSHSZKRWKLQZBV-UHFFFAOYSA-N,Nc1cccc(CCc2ccc3cc[nH]c3c2)n1
OSILBMSORKFRTB-UHFFFAOYSA-N,Nc1nccc2ccccc12
OSOTUWUUAVSXOF-UHFFFAOYSA-N,CSCC(NC(=O)Cc1cccc(N)c1)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O
OTAKXFOXYSLTCG-UHFFFAOYSA-N,CSCCC(NC(=O)C(NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)C(O)CC(C)C(=O)NC(C(=O)NCc1ccccc1)C(C)C
OVBPIULPVIDEAO-UHFFFAOYSA-N,N=c1nc(O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1
OVRNDRQMDRJTHS-UHFFFAOYSA-N,CC(=O)NC1C(O)OC(CO)C(O)C1O
OVSVTCFNLSGAMM-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCCC(C)=CC=CC(C)=CC=CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
OWXQDSNBNKFMJU-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(CC(O)C(CC(C)C)NC(=O)CCNC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C)C(=O)NCc1cnc(C)nc1N
OXFVHFABBAINFL-UHFFFAOYSA-N,Oc1cc(O)cc(Oc2c(O)cc(O)cc2Oc2c(O)cc(O)cc2O)c1
OYDOPLZDDBTLCK-UHFFFAOYSA-N,N=C(N)c1ccc(CNC(=O)C2(NC(=O)C(CC3CCCCC3)NCC(=O)O)CCCC2)cn1
OYTFYWWLBPDTNS-UHFFFAOYSA-N,O=C(NCCCS)C1CN(Cc2ccc(F)cc2)CCN1
OYVJXWZSTBCONR-UHFFFAOYSA-N,CCC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)C2(CCC(OC)CC2)C3)c1
OZJSXGYSIKZBOF-UHFFFAOYSA-N,CC(=O)C(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCCN1CCOCC1
OZQSEAMBXYNTDT-UHFFFAOYSA-N,CC(C)CCNC(=O)C(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)N(C)C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CCC(N)C(=O)O)C(C)C
PAHLRMVTECRACY-UHFFFAOYSA-N,CCCCNC(=O)C(C)CC(O)C(N)CC(Cc1ccc(C(C)(C)C)c(OCC(=O)OC)c1)C(C)C
PBHFNBQPZCRWQP-UHFFFAOYSA-N,CN1CCC2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12
PCZZRBGISTUIOA-UHFFFAOYSA-N,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1
PDQJGVKVBJRGKU-UHFFFAOYSA-N,C=CCC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCC(C)SCC
PECYZEOJVXMISF-UHFFFAOYSA-N,NCC(N)C(=O)O
PEFNSGRTCBGNAN-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12
PEQBGUDOXPVUBM-UHFFFAOYSA-N,C=CCc1cccc(CC(NC(=O)c2cc(Br)c(=O)n(CC=C)c2)C(O)CNC2CC3(CCC3)Oc3ccc(CC)cc32)c1
PEWRQHFGBBTOMS-UHFFFAOYSA-N,CCCCNC(=O)C(C)CC(O)C(CC(C)C)NC(=O)C(CCSC)NC(=O)C(CC(C)C)NC(C)=O
PFMXXIJBGKRAJY-UHFFFAOYSA-N,CC(C)(C)OC(=O)NC(Cc1ccc(OS(=O)(=O)O)cc1)C(=O)NCCCCCC(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCCCCCC(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)OCCc1ccccc1
PFOILAKVXXLGPQ-UHFFFAOYSA-N,COCCCOc1cc(CC(CC(N)C(O)CC(C)C(=O)NCCC(=O)O)C(C)C)ccc1OC
PFTAWBLQPZVEMU-UHFFFAOYSA-N,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2
PHORKLGJZXCIDK-UHFFFAOYSA-N,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CN(S(=O)(=O)c3cccc(C)c3)CCN2)c1
PIWKPBJCKXDKJR-UHFFFAOYSA-N,FC(F)OC(Cl)C(F)(F)F
PJHHGAVXRVNVSH-UHFFFAOYSA-N,CCCCNC(=O)C(C)CC(O)C(N)CC(Cc1ccc(C(C)(C)C)c(OCC(N)=O)c1)C(C)C
PKDOZCMQVVLBNQ-UHFFFAOYSA-N,Nc1c(C(F)(F)F)c2ccccc2oc1=O
PKUWKAXTAVNIJR-UHFFFAOYSA-N,CCOP(O)(=S)OCC
PLCWVVUJSGZEJM-UHFFFAOYSA-N,NC(=O)N=C(NC(N)=O)C(=O)O
PMAMGEIZJSLESW-UHFFFAOYSA-N,C=CC(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C
PMATZTZNYRCHOR-UHFFFAOYSA-N,CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C
PMCOGCVKOAOZQM-UHFFFAOYSA-N,NC(CNC=O)=NC1OC(COP(=O)(O)O)C(O)C1O
PNANZSBGXNGJED-UHFFFAOYSA-N,CN1C(=O)CC(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C1N
PNSQCPQDRVOKMA-UHFFFAOYSA-N,CN1C(=O)C(c2ccccc2)(c2cccc(-c3cccnc3)c2)N=C1N
PNZIOQNBQOTGPK-UHFFFAOYSA-N,CCN(Cc1ccccc1)Cc1ccc(-c2cc3cc(OC)c(OC)cc3oc2=O)cc1
POMPAVNXKGHLHK-UHFFFAOYSA-N,CCC(C)C(NC(=O)c1ccc(CNC)cc1)C(=O)NC(CC(C)C)C(O)CC(=O)NCCCc1ccccc1
POPFMWWJOGLOIF-UHFFFAOYSA-N,CC1(C)OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
PQFMNVGMJJMLAE-UHFFFAOYSA-N,NC(=O)C(N)Cc1ccc(O)cc1
PQWNFSMMAWCRFG-UHFFFAOYSA-N,COC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CC(O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C
PSGQCCSGKGJLRL-UHFFFAOYSA-N,Cc1cc(=O)oc2ccccc12
PSUGQZDSIJNGJX-UHFFFAOYSA-N,CC(=O)NC(Cc1ccccc1)C(O)CNC1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
PTQRJCCBUDSHTQ-UHFFFAOYSA-N,CC(NC(=O)c1cc(COC(=O)C(C)(N)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
PTYGSLKLIDGJBA-UHFFFAOYSA-N,CC(=O)Nc1c(Cl)cc(CN=C(N)NC(=O)Cn2ccc3ccccc32)cc1Cl
PVHMTQKFPXCDJQ-UHFFFAOYSA-N,C=CCC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(O)C(F)(F)C(=O)NCCN1CCOCC1
PVYCGZPNCKAIJN-UHFFFAOYSA-N,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(Oc3ccccc3)CN2)C1=O
PWBMZGIIIRTNKV-UHFFFAOYSA-N,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cn(C)c1=O
PYEFPDQFAZNXLI-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1
PZESREMCLYKFKF-UHFFFAOYSA-N,CC(C)CC(O)C(O)C(CC1CCCCC1)NC(=O)C(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)c1csc(N)n1
PZNQZSRPDOEBMS-UHFFFAOYSA-N,NC(Cc1ccc(I)cc1)C(=O)O
QBPUPEUBMHTUDK-UHFFFAOYSA-N,CCCCC(NC(=O)C(CO)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)CNC(=O)COCCOCCNC(=O)CCCCCCCCCCCCCCCc1nnn[nH]1)C(=O)NC1CCC(=O)NCCCCC(C(N)=O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccccc2)NC(=O)C2CC(O)CN2C1=O
